baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
<<<<<<< HEAD
PAxG01Ag0012300_PAxG01Bg0011300	31.0507756195253	-3.59413931017134	0.34114825686878	-10.5354174843514	5.93194785923084e-26	2.93739388104311e-25
PAxG01Ag0012600_PAxG01Bg0011500	1.82950249558297	-4.01103670230436	0.49649650777437	-8.07868059391699	6.5471261570457e-16	2.49427170315786e-15
PAxG01Ag0012800_PAxG01Bg0011700	207.197060211337	-0.263273112421261	0.0461840583817377	-5.70051921910279	1.19443064956441e-08	3.37255296351366e-08
PAxG01Ag0013300_PAxG01Bg0012400	1006.91891016253	-5.56307323957841	0.442857060687836	-12.5617806136769	3.42536205593393e-36	2.04416767854122e-35
PAxG01Ag0014000_PAxG01Bg0012500	339.235210308278	-0.216695926385546	0.0628153590217181	-3.44972837472162	0.00056115086488614	0.0011177100560286
PAxG01Ag0014300_PAxG01Bg0013000	459.505471726202	-0.383240148878889	0.0729038451358038	-5.25678924294044	1.46592143183475e-07	3.880873853598e-07
PAxG01Ag0017300_PAxG01Bg0015600	178.531339864349	-0.461938830414819	0.116512564914178	-3.96471256773961	7.34844387701571e-05	0.000159861490739406
PAxG01Ag0017600_PAxG01Bg0015900	163.182945746864	-1.95438602986964	0.146533118608648	-13.3375038245743	1.40071628959717e-40	8.89878137278423e-40
PAxG01Ag0019200_PAxG01Bg0017000	1784.50024786679	-0.614282672978689	0.0957448188981029	-6.41583200060614	1.40055830358334e-10	4.34737057320331e-10
PAxG01Ag0019400_PAxG01Bg0017400	287.903990652814	-0.864325687907779	0.042165103745313	-20.4986021883998	2.21566790241603e-93	2.41685472846088e-92
PAxG01Ag0019600_PAxG01Bg0017600	26.8216274894307	-1.11938675618024	0.213575485006732	-5.24117623399035	1.59556236087375e-07	4.2048295834992e-07
PAxG01Ag0021900_PAxG01Bg0020000	58.9120366359574	-0.554010017677952	0.116455487792563	-4.75726844805105	1.96230141224257e-06	4.80447010673471e-06
PAxG01Ag0022100_PAxG01Bg0020300	76.663566581117	-1.29466249277472	0.244967837336381	-5.28503050380829	1.2568381283643e-07	3.34265459671356e-07
PAxG01Ag0022300_PAxG01Bg0020500	45.4927173259518	-0.912468783202174	0.107923220674953	-8.45479571027982	2.7957639901362e-17	1.10800415204627e-16
PAxG01Ag0022500_PAxG01Bg0020700	116.164884501874	-0.408995996251695	0.0579511555142526	-7.05759863841034	1.69404512083916e-12	5.70229889656559e-12
PAxG01Ag0022600_PAxG01Bg0020800	171.087352908091	-0.252706713553291	0.053866121111693	-4.69138501785373	2.71361761324406e-06	6.60551655855463e-06
PAxG01Ag0024100_PAxG01Bg0022200	139.672360427959	-0.170033634194433	0.0647938874636905	-2.6242233773937	0.00868468065743597	0.015162947542711
PAxG01Ag0024400_PAxG01Bg0022400	417.302685289602	-0.627322339742094	0.0602812106957028	-10.40659821696	2.31341062860495e-25	1.12983359633557e-24
PAxG01Ag0025000_PAxG01Bg0023000	317.3010153877	-0.499586459434806	0.208217689957416	-2.39934685442423	0.0164243485642318	0.0275027560136032
PAxG01Ag0025700_PAxG01Bg0023800	366.703448460184	-0.5962515943666	0.148683980557172	-4.01019391687143	6.06689010328195e-05	0.000132919785540876
PAxG01Ag0025800_PAxG01Bg0023900	907.702281961507	-0.803760290614811	0.230187839401469	-3.49175826448842	0.000479852314051759	0.000960743269475925
PAxG01Ag0026100_PAxG01Bg0024100	93.5324375232849	-1.27702896323913	0.0833622128321326	-15.3190386849578	5.70550938505285e-53	4.22207694493911e-52
PAxG01Ag0026300_PAxG01Bg0024300	908.665441630802	-1.03997906990303	0.0626884286637461	-16.5896496701387	8.28019287898679e-62	6.80211226737369e-61
PAxG01Ag0026500_PAxG01Bg0024600	36.3879441157686	-3.09660747369599	0.123657103113846	-25.041889189698	2.13978648763288e-138	3.06393576015544e-137
PAxG01Ag0026800_PAxG01Bg0025000	54.2529114948207	-1.07402268168672	0.160924991908751	-6.67405770196171	2.48825708234951e-11	7.99179792074060e-11
PAxG01Ag0026900_PAxG01Bg0025100	44.4873308459439	-0.949563954605088	0.0881315224251091	-10.7743963621188	4.54755149902532e-27	2.28862085777934e-26
PAxG01Ag0027500_PAxG01Bg0025500	79.2435701588889	-1.48917620141699	0.0747830037252808	-19.9132975039029	3.12081521238841e-88	3.280402353931e-87
PAxG01Ag0027600_PAxG01Bg0025600	503.845606086918	-1.30391054753558	0.112920560441534	-11.5471490970034	7.63099073483889e-31	4.08015400562195e-30
PAxG01Ag0027700_PAxG01Bg0025700	310.036824420971	-0.678976511617848	0.100275476014131	-6.77111232583095	1.27796002627922e-11	4.15944062036691e-11
PAxG01Ag0027900_PAxG01Bg0025900	214.603519728073	-0.337198195339128	0.0569832150818892	-5.91750035259591	3.26871160819479e-09	9.48418518688888e-09
PAxG01Ag0028600_PAxG01Bg0026300	455.780083233157	-1.16432649760399	0.0539718036115246	-21.5728661948101	3.23045064443044e-103	3.75397844987206e-102
PAxG01Ag0029100_PAxG01Bg0026700	29.0705201726879	-0.417832471781914	0.136516939807752	-3.06066391738873	0.0022084683687503	0.00414199765023121
PAxG01Ag0029300_PAxG01Bg0026900	89.0088787803868	-0.29319500153027	0.0477652196314634	-6.13825297554248	8.34339245164196e-10	2.4960019462383e-09
PAxG01Ag0029700_PAxG01Bg0027400	27.62150933506	-0.785456992196938	0.118862343824386	-6.60812303480583	3.89223159944887e-11	1.23722138470454e-10
PAxG01Ag0029800_PAxG01Bg0027500	474.92188388725	-0.253440752917596	0.0693235874379246	-3.65590937059538	0.000256271888766146	0.000526079665132458
PAxG01Ag0029900_PAxG01Bg0027600	579.541982111514	-0.378659622643444	0.0777298685635484	-4.87148157640161	1.10764493125289e-06	2.75867410180108e-06
PAxG01Ag0030100_PAxG01Bg0027800	367.95718142688	-0.500447114417571	0.0738911258679828	-6.77276342103235	1.26345467969963e-11	4.11512527719071e-11
PAxG01Ag0030400_PAxG01Bg0028000	0.688941659357114	-2.40058234143248	0.45358418027502	-5.29247369248404	1.20672833220836e-07	3.21307918046267e-07
PAxG01Ag0030900_PAxG01Bg0028500	274.465920778366	-0.273821287685749	0.0485598827383039	-5.63883749805186	1.71202001994209e-08	4.79884399529222e-08
PAxG01Ag0031000_PAxG01Bg0028700	133.83328042923	-0.208836099336115	0.0929990666716734	-2.24557199131252	0.024731436191758	0.0404274800481015
PAxG01Ag0031100_PAxG01Bg0028800	1309.53076971384	-0.97915768174412	0.0678077895969629	-14.4401946673687	2.89024666192118e-47	2.02536224414931e-46
PAxG01Ag0031300_PAxG01Bg0029200	24.7354841907327	-0.236201256143867	0.105593105841519	-2.23690035690751	0.0252928532357528	0.041175447453487
PAxG01Ag0031400_PAxG01Bg0029300	67.6940449373035	-0.869832674485369	0.0641853939181164	-13.5518787279711	7.72279233543131e-42	4.98853555186729e-41
PAxG01Ag0031500_PAxG01Bg0029400	34.4799572582479	-0.778642739873535	0.115662007580452	-6.73205278173931	1.67285930718707e-11	5.42564817373086e-11
PAxG01Ag0031600_PAxG01Bg0029700	53.0630070077623	-1.21403470786886	0.151684559854869	-8.00368019678761	1.20754757792173e-15	4.56283296396078e-15
PAxG01Ag0031900_PAxG01Bg0029900	109.662470652737	-0.233024985756594	0.08732308758568	-2.6685380945555	0.00761821388170575	0.0133817847333419
PAxG01Ag0032000_PAxG01Bg0030000	96.951659939846	-1.53772639656134	0.0684561347460283	-22.4629451000454	9.56345061766354e-112	1.18264596541962e-110
PAxG01Ag0032500_PAxG01Bg0030500	237.675040839369	-0.436581265547377	0.04802000861839	-9.09165321099467	9.75443877937224e-20	4.12756444232357e-19
PAxG01Ag0035400_PAxG01Bg0034700	2.52772541589583	-3.56737544748638	0.569621333707425	-6.26271390551306	3.78334367178388e-10	1.15042501525315e-09
PAxG01Ag0035900_PAxG01Bg0035100	56.3132216206593	-0.911172797508729	0.104228430016809	-8.74207543337054	2.28866587371248e-18	9.34252397698167e-18
PAxG01Ag0037800_PAxG01Bg0036700	774.466053852343	-0.261591042495689	0.111124529132271	-2.35403510402567	0.01857085721491	0.0308846510675868
PAxG01Ag0038100_PAxG01Bg0037300	199.212477639371	-1.27187963581263	0.0703506826112391	-18.0791370972345	4.65306580383554e-73	4.30408586854787e-72
PAxG01Ag0038700_PAxG01Bg0038100	114.271500054044	-0.326243567234861	0.059585088517887	-5.47525522491966	4.36881473359322e-08	1.20058040064579e-07
PAxG01Ag0038800_PAxG01Bg0038300	28.3554273673866	-0.608548316785931	0.24624916347611	-2.47127059517898	0.0134633901323186	0.022833949160973
PAxG01Ag0039000_PAxG01Bg0038500	6.6214123678442	-1.73185223793432	0.368173117127749	-4.70390736685264	2.55229084160971e-06	6.21935992752628e-06
PAxG01Ag0039700_PAxG01Bg0039000	375.563082126848	-0.582289154358064	0.136798573234504	-4.25654406029432	2.07611137204713e-05	4.73705727465119e-05
PAxG01Ag0040400_PAxG01Bg0039700	463.60367442642	-0.580018674917986	0.0400834477921945	-14.4702790519665	1.86713130682211e-47	1.3103918503873e-46
PAxG01Ag0040600_PAxG01Bg0040000	0.410084503172559	-1.90416992363664	0.847635010471277	-2.24645030008605	0.024675179558757	0.0403545634580096
PAxG01Ag0041800_PAxG01Bg0041200	20.8004944400256	-1.36302877744237	0.114645190739534	-11.8891055843684	1.3484283255583e-32	7.48677191561482e-32
PAxG01Ag0042000_PAxG01Bg0041500	434.755824131191	-0.321694690064903	0.0909127051769056	-3.53850091072444	0.000402405893311059	0.00081059549501901
PAxG01Ag0042800_PAxG01Bg0042400	1.77293886619092	-1.55523114436009	0.464477950290577	-3.34834224829648	0.000812965482822692	0.00160682280258759
PAxG01Ag0042900_PAxG01Bg0042500	1832.0214806368	-0.532540158713498	0.0813589847204912	-6.5455605246678	5.92726465301048e-11	1.86741137739601e-10
PAxG01Ag0045300_PAxG01Bg0044700	0.449277440235192	-1.70755088220469	0.533006116124842	-3.20362343047625	0.00135709853571792	0.00260872016944944
PAxG01Ag0046500_PAxG01Bg0045700	1.64729352924152	-3.32997116462572	0.859705073929928	-3.87338782287696	0.000107332821935141	0.000229821435856494
PAxG01Ag0047300_PAxG01Bg0046500	190.191854606118	-0.686219547177958	0.0539969016895932	-12.7084985565054	5.30430988663131e-37	3.19432724292576e-36
PAxG01Ag0047400_PAxG01Bg0046700	539.257479003625	-0.266476438496444	0.0601627939759062	-4.42925637069251	9.45585643876691e-06	2.22222235921224e-05
PAxG01Ag0047600_PAxG01Bg0046900	683.631829859156	-0.606781340840014	0.227211214404081	-2.67056070463534	0.00757246777136319	0.0133064830708795
PAxG01Ag0048100_PAxG01Bg0047200	7.76878425698295	-1.22366752695005	0.250958065321744	-4.87598406284025	1.08267350023598e-06	2.69938810705736e-06
PAxG01Ag0049000_PAxG01Bg0048200	470.547450141186	-0.891475964731547	0.108938166205177	-8.18332083039213	2.76126711707948e-16	1.06869124824206e-15
PAxG01Ag0049500_PAxG01Bg0048300	762.596283008488	-1.28151909097461	0.0392342347001528	-32.6632875795489	5.19011469110295e-234	1.22470818603832e-232
PAxG01Ag0049600_PAxG01Bg0048400	82.6085689353291	-3.44445005850201	0.220364717611968	-15.630678521628	4.49985745523657e-55	3.4173794302905e-54
PAxG01Ag0050100_PAxG01Bg0049000	5.29253033336462	-5.24595996982483	0.370775774122954	-14.1486049951182	1.90498782619357e-45	1.30720603800375e-44
PAxG01Ag0050300_PAxG01Bg0049100	0.562595806779361	-2.33015294972422	0.536968129234243	-4.33946229368806	1.4283177069493e-05	3.30794661724613e-05
PAxG01Ag0050700_PAxG01Bg0049700	122.360258886688	-0.322900893530366	0.0458209509297802	-7.04701423646152	1.82797623591413e-12	6.13971684175952e-12
PAxG01Ag0050800_PAxG01Bg0049800	23.4895199111542	-4.18541852014992	0.21525392938886	-19.4440981032634	3.26973722831496e-84	3.30908855163166e-83
PAxG01Ag0051700_PAxG01Bg0050700	7.6639006694294	-0.530767202978064	0.221352864227306	-2.39783300221054	0.0164923823951668	0.0275966963016087
PAxG01Ag0051900_PAxG01Bg0050800	444.158869930406	-0.381691891700627	0.100514560451771	-3.79737910592339	0.000146234055936105	0.000309676057099124
PAxG01Ag0052500_PAxG01Bg0051500	23.5613189056463	-1.32070701264915	0.557813336562538	-2.36765047746592	0.0179014386878325	0.0298035111343503
PAxG01Ag0052600_PAxG01Bg0051600	89.1641969984694	-1.38255962959557	0.174165165014338	-7.93820985661372	2.05120080718437e-15	7.71284856359978e-15
PAxG01Ag0053100_PAxG01Bg0051900	390.95114611771	-0.154937199947881	0.0640753152868623	-2.41804818679759	0.015604010280038	0.0262145105503727
PAxG01Ag0053300_PAxG01Bg0052100	525.474020981557	-1.00536120865045	0.044858548520014	-22.411808714718	3.01922437963508e-111	3.70395563814649e-110
PAxG01Ag0054500_PAxG01Bg0053200	110.93901699209	-1.10830585584147	0.130832954284598	-8.47115210309011	2.42977711488118e-17	9.66269918858595e-17
PAxG01Ag0054800_PAxG01Bg0053600	233.652674222032	-0.404786437246741	0.0838701436035489	-4.82634725368006	1.39059956265163e-06	3.44115729120589e-06
PAxG01Ag0056100_PAxG01Bg0055000	327.536924155644	-0.271713312984106	0.103448185098455	-2.62656433001225	0.00862516872861815	0.0150647301245691
PAxG01Ag0057300_PAxG01Bg0056200	496.774233420652	-0.0838400595562819	0.0311540545890004	-2.69114440037874	0.00712073660698557	0.0125460597361174
PAxG01Ag0058100_PAxG01Bg0056700	167.263466838275	-1.61708788214191	0.0546941274754432	-29.5660239368103	4.08733925202894e-192	7.59194539784492e-191
PAxG01Ag0058500_PAxG01Bg0057100	129.984048421733	-0.532895006863458	0.149244142438396	-3.57062594321531	0.000356129168261086	0.000721145973383329
PAxG01Ag0058600_PAxG01Bg0057200	379.875816754099	-2.87323476752334	0.069054516197682	-41.6082093645859	0	0
PAxG01Ag0058800_PAxG01Bg0057400	1395.77764617897	-0.84122748030583	0.0643702500725297	-13.0685756130817	4.97890787375932e-39	3.06575640838986e-38
PAxG01Ag0059400_PAxG01Bg0058000	130.184580684786	-0.579428181479461	0.232740387818595	-2.48959016915914	0.0127890472970438	0.0217781088913208
PAxG01Ag0060300_PAxG01Bg0058900	12.1163555206572	-0.791799570927331	0.310712230118915	-2.54833731721566	0.0108237756758299	0.0186443063317368
PAxG01Ag0060700_PAxG01Bg0059300	580.442519025622	-1.2154337409916	0.0910809658285452	-13.3445416386952	1.27452089471088e-40	8.11936520390882e-40
PAxG01Ag0060900_PAxG01Bg0059500	162.253159317378	-2.38202837416671	0.123430227394762	-19.2985820770496	5.52032870605917e-83	5.53829073004852e-82
PAxG01Ag0061300_PAxG01Bg0059900	15.0086090147406	-0.316187850666394	0.142265947220927	-2.22251253263989	0.0262486880209213	0.0426414408488798
PAxG01Ag0061800_PAxG01Bg0060600	90.2129697491609	-4.81540520119437	0.383486956206644	-12.556894369569	3.64355347164265e-36	2.16321371069926e-35
PAxG01Ag0061900_PAxG01Bg0060700	38.0595884237968	-2.6517982613597	0.221335764061539	-11.9808846645425	4.47522373342284e-33	2.50277022576549e-32
PAxG01Ag0062100_PAxG01Bg0060900	206.919805312377	-0.464492129399973	0.0649335098105821	-7.15335010774784	8.46852476437328e-13	2.88204025277604e-12
PAxG01Ag0062600_PAxG01Bg0061300	146.48836536993	-0.519417456244458	0.0561465935674233	-9.25109473686448	2.22205009775677e-20	9.5867366624301e-20
PAxG01Ag0062700_PAxG01Bg0061400	557.796922942893	-0.771448696264767	0.182537059572818	-4.22625793397872	2.37609618047483e-05	5.41085417759532e-05
PAxG01Ag0062900_PAxG01Bg0061600	37.8759124708379	-0.733333457335367	0.118122728364144	-6.20823331369961	5.35835586959321e-10	1.61554080162116e-09
PAxG01Ag0063300_PAxG01Bg0062000	96.4252480399548	-0.605544769196693	0.191850345192817	-3.1563392215328	0.00159762938185832	0.00303825488943041
PAxG01Ag0063400_PAxG01Bg0062100	255.572480438968	-0.568889888973937	0.253917646706324	-2.24045038363129	0.0250616984723877	0.0408278814493812
PAxG01Ag0063600_PAxG01Bg0062300	99.7670689333464	-0.294312297156516	0.052365749002185	-5.62032058673	1.90603437889479e-08	5.33620399660315e-08
PAxG01Ag0064400_PAxG01Bg0063200	41.4673904350119	-1.53819033303139	0.174192022741197	-8.8304292517272	1.04274766848402e-18	4.29066545083505e-18
PAxG01Ag0066100_PAxG01Bg0065000	97.7399748922091	-1.3589738373351	0.0946519302961686	-14.3575924239773	9.5487039194931e-47	6.63104438853688e-46
PAxG01Ag0066200_PAxG01Bg0065100	28.8936186377227	-0.792489291327918	0.145725777888722	-5.43822309827074	5.38145639735821e-08	1.47012615698652e-07
PAxG01Ag0066300_PAxG01Bg0065200	112.977098170385	-2.52998230021417	0.1370029763197	-18.4666229024864	3.83327239273413e-76	3.62553881725877e-75
PAxG01Ag0067400_PAxG01Bg0066300	4.41250765953933	-2.88532439083654	0.410557581950271	-7.02781903851438	2.09786726708687e-12	7.03116177222374e-12
PAxG01Ag0067500_PAxG01Bg0066400	62.4505272435607	-1.86100378067531	0.111694224123699	-16.66159369722	2.49292205862803e-62	2.06256968178079e-61
PAxG01Ag0067600_PAxG01Bg0066500	592.859297854051	-1.1066192302995	0.0799079873849032	-13.8486685313335	1.29591969827685e-43	8.69902555084245e-43
PAxG01Ag0068000_PAxG01Bg0066900	831.656022885222	-7.32715195895239	0.0813435617165239	-90.0766059947923	0	0
PAxG01Ag0069200_PAxG01Bg0068300	252.339263846031	-0.567131791517414	0.0556839081789806	-10.1848417265276	2.31736680477934e-24	1.10835795988671e-23
PAxG01Ag0069500_PAxG01Bg0068600	40.6878420777633	-0.546217975162508	0.242791235077947	-2.24974338545272	0.0244652397262882	0.0400253745079883
PAxG01Ag0070300_PAxG01Bg0069200	13.2921786143586	-4.85558399908692	0.357109661533427	-13.5968989980195	4.17774590414952e-42	2.71759139334621e-41
PAxG01Ag0070700_PAxG01Bg0069700	37.3860504310864	-0.850272307618075	0.15770287482228	-5.39160943372955	6.98294123681887e-08	1.89419960236289e-07
PAxG01Ag0070900_PAxG01Bg0069900	920.574483324674	-2.91483961748164	0.0647102701014179	-45.0444668661299	0	0
PAxG01Ag0071300_PAxG01Bg0070200	950.431243291138	-0.242662527855158	0.0801193633458485	-3.02876255778101	0.00245557596552075	0.00457945114537641
PAxG01Ag0071400_PAxG01Bg0070300	68.381890056257	-1.44628863569802	0.168640059478365	-8.57618670303875	9.8070309250222e-18	3.95789860630259e-17
PAxG01Ag0071900_PAxG01Bg0070800	121.436559238724	-1.03031978412585	0.196503307215808	-5.24326943258167	1.57755911013247e-07	4.15975535026379e-07
PAxG01Ag0072200_PAxG01Bg0071000	657.70025137306	-12.1740219622214	0.244320300813768	-49.8281228439587	0	0
PAxG01Ag0072600_PAxG01Bg0071300	17.7101509826299	-1.31332230783417	0.313672080994593	-4.18692764644491	2.82755913098393e-05	6.39172090948224e-05
PAxG01Ag0073600_PAxG01Bg0072300	469.028699474369	-0.650800487220676	0.0632383216372428	-10.291235921059	7.71792891139046e-25	3.72992907159675e-24
PAxG01Ag0073700_PAxG01Bg0072400	219.291108769485	-1.68152079365542	0.254997193954097	-6.5942717548418	4.2734830452268e-11	1.35397931807063e-10
PAxG01Ag0074000_PAxG01Bg0072600	70.6397224568868	-2.1827305369835	0.201342615429563	-10.8408770409913	2.20348395985364e-27	1.11500145670931e-26
PAxG01Ag0074400_PAxG01Bg0073100	116.903723720389	-0.789325570380388	0.136123912677872	-5.79858126946641	6.68782908377121e-09	1.9093339205211e-08
PAxG01Ag0074700_PAxG01Bg0073400	229.175233334829	-0.581499578570012	0.0463947951511944	-12.5337244549735	4.88152330283364e-36	2.88340297261885e-35
PAxG01Ag0075200_PAxG01Bg0074000	207.096512588112	-0.168463248653079	0.042909145998408	-3.92604524590932	8.63539187871392e-05	0.000186629380556317
PAxG01Ag0076500_PAxG01Bg0075200	124.268628993489	-0.849909912808155	0.0632571825564567	-13.435785130797	3.73090151107993e-41	2.38664169968806e-40
PAxG01Ag0076700_PAxG01Bg0075400	329.988185698041	-0.262376102794053	0.0442404223578198	-5.93068711396867	3.01669584896063e-09	8.76395621949931e-09
PAxG01Ag0077200_PAxG01Bg0075900	204.181028178079	-0.447146076813746	0.0825828426446902	-5.41451544284539	6.14548996442286e-08	1.67489045877759e-07
PAxG01Ag0077300_PAxG01Bg0076000	195.574437445174	-0.415619756212557	0.167376649601149	-2.48314061252247	0.0130229669912542	0.0221438317406436
PAxG01Ag0078300_PAxG01Bg0077000	358.79373623845	-0.95049637624982	0.0507681069265352	-18.7223127627203	3.25697712423384e-78	3.13823316657948e-77
PAxG01Ag0078400_PAxG01Bg0077100	2.75124991393221	-4.09504769927887	0.341902950858226	-11.9772224515749	4.67733166579508e-33	2.61263997032636e-32
PAxG01Ag0079300_PAxG01Bg0078000	235.253470683435	-5.11006236366357	0.220089884943282	-23.2180700397951	2.99118365189578e-119	3.89696461690647e-118
PAxG01Ag0080200_PAxG01Bg0078800	1.24913140606445	-3.45600185038892	0.745103321787848	-4.63828538852352	3.51311469773577e-06	8.50243614705805e-06
PAxG01Ag0080300_PAxG01Bg0078900	5.13731160593099	-3.39583107764017	0.589317043629179	-5.76231608155721	8.29674321254516e-09	2.35847801831723e-08
PAxG01Ag0080400_PAxG01Bg0079100	60.7580360668223	-0.340056680135692	0.106510246803732	-3.19271328665982	0.0014094281396394	0.00270010138672007
PAxG01Ag0080600_PAxG01Bg0079300	158.582373106247	-4.40937883431287	0.076862629756477	-57.3670045935594	0	0
PAxG01Ag0080800_PAxG01Bg0079500	235.570116423026	-0.499249870595443	0.085311557515505	-5.85207778564711	4.85469465585706e-09	1.39806742112945e-08
PAxG01Ag0082800_PAxG01Bg0081400	69.6644598468782	-3.04840685648005	0.201471444889335	-15.1307142218317	1.01586853140841e-51	7.42242015444532e-51
PAxG01Ag0083400_PAxG01Bg0081800	159.63307249512	-2.98595778283088	0.0734784887337958	-40.6371692489304	0	0
PAxG01Ag0084100_PAxG01Bg0082400	75.5370649656624	-0.455385127657361	0.0960037532291936	-4.74340963076935	2.10150714709608e-06	5.13714088547535e-06
PAxG01Ag0084400_PAxG01Bg0082900	704.731517586652	-0.2611934140903	0.0451404455346961	-5.78623916969407	7.19797110957749e-09	2.04991480183472e-08
PAxG01Ag0085100_PAxG01Bg0083500	113.318109262383	-0.299157518931717	0.0647918613695803	-4.61720828215272	3.88936857918527e-06	9.38358355698064e-06
PAxG01Ag0085200_PAxG01Bg0083600	86.9922751514787	-0.873188234762769	0.0900346299487454	-9.69835978955935	3.06384200373391e-22	1.37977305426186e-21
PAxG01Ag0085600_PAxG01Bg0084100	25.0687254029944	-1.35669591749395	0.328576240593164	-4.12901406092165	3.64322125562525e-05	8.11261353262724e-05
PAxG01Ag0086400_PAxG01Bg0084900	18.6584141124357	-2.56039586336117	0.290395107272606	-8.81693871294335	1.17631586262514e-18	4.83596521301447e-18
