Block	geneID1	chr1	start_pos1	end_pos1	geneID2	chr2	start_pos2	end_pos2	ka_NG86	ks_NG86	ka_YN00	ks_YN00
1	PAxG01Ag0194600	chr01A	21774280	21776024	PAxG01Bg0192100	chr01B	20773810	20775483	0.0054	0.0363	0.0059	0.0283
1	PAxG01Ag0194700	chr01A	21861761	21863432	PAxG01Bg0192900	chr01B	20940493	20947175	0.0131	0.0372	0.0141	0.0301
1	PAxG01Ag0194900	chr01A	21871527	21873588	PAxG01Bg0193000	chr01B	20951083	20953143	0.0133	0.0054	0.0128	0.0061
1	PAxG01Ag0195200	chr01A	21902503	21908738	PAxG01Bg0193100	chr01B	20964947	20971177	0.0011	0.0074	0.0012	0.0074
1	PAxG01Ag0195300	chr01A	21909180	21912673	PAxG01Bg0193200	chr01B	20971680	20975046	0.0334	0.0538	0.0325	0.0593
1	PAxG01Ag0195400	chr01A	21935685	21937157	PAxG01Bg0193300	chr01B	20998343	20999815	0.0027	0.0143	0.0027	0.0141
1	PAxG01Ag0195500	chr01A	21952632	21954905	PAxG01Bg0193400	chr01B	21023374	21025910	0.1759	0.1955	0.1676	0.246
1	PAxG01Ag0195600	chr01A	21965787	21971108	PAxG01Bg0193500	chr01B	21039147	21042555	0.0171	0.0418	0.0167	0.0457
1	PAxG01Ag0195700	chr01A	21966126	21968353	PAxG01Bg0193600	chr01B	21037625	21039097	0.0155	0.0145	0.0158	0.0137
1	PAxG01Ag0195800	chr01A	21992347	21996220	PAxG01Bg0193700	chr01B	21055499	21069586	0.0662	0.076	0.0644	0.0844
1	PAxG01Ag0195900	chr01A	21999638	22000795	PAxG01Bg0193800	chr01B	21063363	21064523	0.0035	0.0104	0.0035	0.0108
1	PAxG01Ag0196000	chr01A	22022222	22023856	PAxG01Bg0194000	chr01B	21118613	21120247	0.0112	0.042	0.0115	0.0383
1	PAxG01Ag0196200	chr01A	22027465	22036124	PAxG01Bg0194300	chr01B	21140163	21143120	0.0208	0.0601	0.0215	0.0556
1	PAxG01Ag0196300	chr01A	22044852	22054498	PAxG01Bg0194400	chr01B	21147060	21157986	0.057	0.0829	0.0565	0.0862
1	PAxG01Ag0196500	chr01A	22066467	22071734	PAxG01Bg0194600	chr01B	21168702	21173940	0.0192	0.0232	0.021	0.0188
1	PAxG01Ag0196600	chr01A	22080049	22081053	PAxG01Bg0194700	chr01B	21181990	21194353	0.0556	0.0936	0.0536	0.1074
1	PAxG01Ag0196900	chr01A	22108446	22117202	PAxG01Bg0194800	chr01B	21203267	21212367	0.012	0.0471	0.0121	0.0459
1	PAxG01Ag0197000	chr01A	22134810	22140307	PAxG01Bg0194900	chr01B	21232272	21237807	0.0499	0.0554	0.0484	0.0626
1	PAxG01Ag0197100	chr01A	22157570	22165562	PAxG01Bg0195300	chr01B	21275582	21284064	0.0219	0.0346	0.0218	0.0353
1	PAxG01Ag0197300	chr01A	22202107	22225400	PAxG01Bg0195600	chr01B	21314871	21335996	0.021	0.0441	0.0216	0.0407
1	PAxG01Ag0197400	chr01A	22229974	22233189	PAxG01Bg0195700	chr01B	21340582	21343919	0.0058	0.0223	0.0059	0.0213
1	PAxG01Ag0197600	chr01A	22263792	22270149	PAxG01Bg0195800	chr01B	21356595	21362995	0.0058	0.0231	0.006	0.0212
1	PAxG01Ag0197700	chr01A	22277922	22282912	PAxG01Bg0195900	chr01B	21373264	21378185	0.0031	0.0331	0.0033	0.028
1	PAxG01Ag0198100	chr01A	22333274	22334142	PAxG01Bg0196000	chr01B	21427116	21428189	0.0049	0.0336	0.005	0.0328
1	PAxG01Ag0198200	chr01A	22339756	22343862	PAxG01Bg0196100	chr01B	21434434	21438565	0.0037	0.0123	0.0039	0.0103
1	PAxG01Ag0198300	chr01A	22355689	22364893	PAxG01Bg0196300	chr01B	21449845	21462647	0.3688	0.526	0.3571	0.628
1	PAxG01Ag0198500	chr01A	22374507	22375443	PAxG01Bg0196400	chr01B	21472784	21473726	0.0106	0.0411	0.0106	0.0416
1	PAxG01Ag0198600	chr01A	22376565	22391626	PAxG01Bg0196500	chr01B	21474103	21489129	0.0052	0.0212	0.0055	0.0183
1	PAxG01Ag0198900	chr01A	22449708	22456213	PAxG01Bg0197100	chr01B	21559502	21565810	0.0041	0.0286	0.0042	0.0251
1	PAxG01Ag0199000	chr01A	22487434	22493374	PAxG01Bg0197200	chr01B	21589355	21595307	0.0296	0.0493	0.0292	0.0521
1	PAxG01Ag0199100	chr01A	22504444	22509701	PAxG01Bg0197300	chr01B	21604620	21609985	0.0028	0.0164	0.003	0.0135
1	PAxG01Ag0199200	chr01A	22532886	22535444	PAxG01Bg0197400	chr01B	21635771	21638371	0.015	0.0358	0.0153	0.0339
1	PAxG01Ag0199300	chr01A	22562335	22568262	PAxG01Bg0197500	chr01B	21659910	21665814	0.1744	0.2597	0.1744	0.2624
1	PAxG01Ag0199400	chr01A	22578328	22578831	PAxG01Bg0197600	chr01B	21675723	21676115	0.0757	0.05	0.072	0.0623
1	PAxG01Ag0199500	chr01A	22580249	22583345	PAxG01Bg0197700	chr01B	21677610	21680748	0.0054	0.0386	0.0056	0.0338
1	PAxG01Ag0199600	chr01A	22589137	22599513	PAxG01Bg0197800	chr01B	21686151	21695735	0.0368	0.0595	0.0392	0.0498
1	PAxG01Ag0199800	chr01A	22641522	22643160	PAxG01Bg0197900	chr01B	21709116	21710886	0.0008	0.0488	0.0009	0.0452
1	PAxG01Ag0199900	chr01A	22655899	22661202	PAxG01Bg0198100	chr01B	21721327	21726444	0.0054	0.0083	0.0057	0.0071
1	PAxG01Ag0200000	chr01A	22664501	22666293	PAxG01Bg0198200	chr01B	21730538	21732330	0.0063	0.0406	0.0067	0.035
1	PAxG01Ag0200200	chr01A	22694684	22705249	PAxG01Bg0198500	chr01B	21758274	21769171	0.0053	0.0143	0.0052	0.0148
1	PAxG01Ag0200300	chr01A	22708070	22712822	PAxG01Bg0198600	chr01B	21771939	21776456	0.007	0.0284	0.0072	0.0262
1	PAxG01Ag0200500	chr01A	22730084	22732541	PAxG01Bg0198900	chr01B	21794002	21795642	0.1353	0.2282	0.1448	0.1929
1	PAxG01Ag0200600	chr01A	22732462	22734291	PAxG01Bg0199000	chr01B	21795518	21797347	0.0035	0.0594	0.0035	0.0566
1	PAxG01Ag0200700	chr01A	22749006	22750990	PAxG01Bg0199100	chr01B	21803605	21808809	0.0492	0.0267	0.0523	0.023
1	PAxG01Ag0200800	chr01A	22762678	22773377	PAxG01Bg0199200	chr01B	21820625	21831246	0.0067	0.0066	0.0071	0.0056
1	PAxG01Ag0200900	chr01A	22771022	22773220	PAxG01Bg0199300	chr01B	21828909	21831027	0.0908	0.2114	0.0924	0.2018
1	PAxG01Ag0201000	chr01A	22779376	22784612	PAxG01Bg0199400	chr01B	21837497	21842886	0.005	0.0399	0.0049	0.0417
1	PAxG01Ag0201100	chr01A	22785288	22790284	PAxG01Bg0199500	chr01B	21843837	21848594	0.0611	0.0843	0.06	0.0898
1	PAxG01Ag0201200	chr01A	22802273	22804083	PAxG01Bg0199600	chr01B	21859637	21862217	0.0937	0.1186	0.0937	0.1194
1	PAxG01Ag0201300	chr01A	22809095	22811615	PAxG01Bg0199700	chr01B	21869042	21871536	0.002	0.0135	0.0022	0.0102
1	PAxG01Ag0201500	chr01A	22856896	22867655	PAxG01Bg0200000	chr01B	21901728	21911342	0.005	0.0287	0.0052	0.0252
1	PAxG01Ag0201600	chr01A	22881718	22888791	PAxG01Bg0200100	chr01B	21923604	21931243	0.2386	0.3581	0.2306	0.4328
1	PAxG01Ag0201700	chr01A	22889705	22891033	PAxG01Bg0200200	chr01B	21932721	21934064	0.0049	0.0261	0.0055	0.0199
1	PAxG01Ag0201800	chr01A	22895698	22896621	PAxG01Bg0200300	chr01B	21938683	21939606	0.0087	0.0407	0.009	0.0369
1	PAxG01Ag0201900	chr01A	22910016	22912790	PAxG01Bg0200400	chr01B	21950642	21953425	0.0	0.0048	-0.0	0.0045
1	PAxG01Ag0202000	chr01A	22922095	22930645	PAxG01Bg0200500	chr01B	21964131	21972677	0.0063	0.0431	0.0063	0.0428
1	PAxG01Ag0202100	chr01A	22946892	22948635	PAxG01Bg0200600	chr01B	21987634	21989334	0.0116	0.032	0.0114	0.0349
1	PAxG01Ag0202800	chr01A	23128263	23129769	PAxG01Bg0201000	chr01B	22099420	22100928	0.0065	0.023	0.0072	0.0175
1	PAxG01Ag0202900	chr01A	23137393	23143065	PAxG01Bg0201100	chr01B	22108024	22113495	0.0041	0.0161	0.0042	0.015
1	PAxG01Ag0203100	chr01A	23155764	23156519	PAxG01Bg0201200	chr01B	22129479	22130255	0.0125	0.0055	0.0138	0.0042
1	PAxG01Ag0203200	chr01A	23158954	23159909	PAxG01Bg0201300	chr01B	22132691	22133640	0.0174	0.0056	0.0165	0.0068
1	PAxG01Ag0203300	chr01A	23166045	23167366	PAxG01Bg0201400	chr01B	22141606	22142933	0.0099	0.0453	0.01	0.0428
1	PAxG01Ag0203500	chr01A	23216450	23219065	PAxG01Bg0201800	chr01B	22165889	22168500	0.0593	0.0857	0.0601	0.0824
1	PAxG01Ag0203600	chr01A	23223696	23244442	PAxG01Bg0202000	chr01B	22173239	22193999	0.0122	0.0208	0.012	0.0222
1	PAxG01Ag0203700	chr01A	23254835	23255074	PAxG01Bg0202100	chr01B	22209514	22209753	0.0469	0.1665	0.0503	0.1378
1	PAxG01Ag0204000	chr01A	23288464	23292542	PAxG01Bg0202400	chr01B	22238004	22242159	0.0126	0.0425	0.0129	0.0396
1	PAxG01Ag0204300	chr01A	23323949	23326596	PAxG01Bg0202700	chr01B	22267873	22271605	0.0125	0.0464	0.0124	0.0478
1	PAxG01Ag0204400	chr01A	23342760	23347753	PAxG01Bg0202800	chr01B	22284672	22290550	0.005	0.0316	0.0049	0.034
1	PAxG01Ag0204500	chr01A	23352593	23359946	PAxG01Bg0202900	chr01B	22295672	22303153	0.0074	0.0192	0.0078	0.0164
1	PAxG01Ag0204600	chr01A	23376838	23381810	PAxG01Bg0203100	chr01B	22343097	22348121	0.0168	0.0268	0.0163	0.03
1	PAxG01Ag0204700	chr01A	23385185	23397036	PAxG01Bg0203200	chr01B	22352768	22364572	0.0093	0.0278	0.0091	0.0291
1	PAxG01Ag0204900	chr01A	23405690	23410688	PAxG01Bg0203300	chr01B	22373172	22378191	0.0033	0.0223	0.0035	0.0189
1	PAxG01Ag0205000	chr01A	23412702	23413238	PAxG01Bg0203400	chr01B	22377834	22380192	0.01	0.0571	0.0105	0.0495
1	PAxG01Ag0205100	chr01A	23415444	23424320	PAxG01Bg0203500	chr01B	22382376	22392702	0.3138	0.4391	0.3083	0.4881
1	PAxG01Ag0205200	chr01A	23440134	23452275	PAxG01Bg0203600	chr01B	22407988	22420022	0.0056	0.0333	0.006	0.0272
1	PAxG01Ag0205300	chr01A	23456470	23457483	PAxG01Bg0203800	chr01B	22424306	22425316	0.0102	0.037	0.011	0.0298
1	PAxG01Ag0205400	chr01A	23458288	23463189	PAxG01Bg0203900	chr01B	22427781	22429655	0.3286	0.3724	0.3156	0.4577
1	PAxG01Ag0205500	chr01A	23461574	23463202	PAxG01Bg0204100	chr01B	22430459	22431303	0.1646	0.2058	0.1552	0.2683
1	PAxG01Ag0205600	chr01A	23469136	23476707	PAxG01Bg0204200	chr01B	22436409	22443951	0.0098	0.0325	0.0101	0.0302
1	PAxG01Ag0205800	chr01A	23515254	23526467	PAxG01Bg0204300	chr01B	22486686	22498050	0.0445	0.0799	0.0442	0.0821
1	PAxG01Ag0205900	chr01A	23529563	23534273	PAxG01Bg0204400	chr01B	22499896	22506020	0.1777	0.2148	0.174	0.2388
1	PAxG01Ag0206000	chr01A	23545558	23547084	PAxG01Bg0204500	chr01B	22516170	22517708	0.0146	0.066	0.0148	0.0632
1	PAxG01Ag0206300	chr01A	23591205	23592452	PAxG01Bg0204800	chr01B	22581900	22583147	0.0138	0.0275	0.0144	0.0243
1	PAxG01Ag0206500	chr01A	23617965	23619188	PAxG01Bg0204900	chr01B	22607446	22608660	0.0175	0.0248	0.0193	0.0192
1	PAxG01Ag0206600	chr01A	23644337	23648539	PAxG01Bg0205000	chr01B	22634213	22638630	0.007	0.0287	0.0068	0.0327
1	PAxG01Ag0206700	chr01A	23648662	23656115	PAxG01Bg0205100	chr01B	22638725	22646044	0.0765	0.1358	0.074	0.1566
1	PAxG01Ag0206800	chr01A	23674618	23674848	PAxG01Bg0205200	chr01B	22663898	22665032	0.0473	0.084	0.0488	0.0767
1	PAxG01Ag0207100	chr01A	23706839	23711491	PAxG01Bg0205400	chr01B	22674687	22679315	0.003	0.0296	0.0031	0.0256
1	PAxG01Ag0207200	chr01A	23771263	23771496	PAxG01Bg0205600	chr01B	22752103	22752336	0.0057	0.0	0.0062	-0.0
1	PAxG01Ag0207300	chr01A	23801855	23809074	PAxG01Bg0205700	chr01B	22782714	22792420	0.0351	0.0475	0.0347	0.0496
1	PAxG01Ag0207900	chr01A	23920049	23922522	PAxG01Bg0205900	chr01B	22889703	22892194	0.0402	0.0646	0.0402	0.065
1	PAxG01Ag0208100	chr01A	23974761	23977086	PAxG01Bg0206000	chr01B	22925909	22928069	0.0383	0.0201	0.0388	0.0194
1	PAxG01Ag0208200	chr01A	24008307	24009241	PAxG01Bg0206100	chr01B	22954833	22955791	0.1013	0.1949	0.1005	0.2028
1	PAxG01Ag0208300	chr01A	24017972	24020674	PAxG01Bg0206200	chr01B	22962872	22965295	0.0135	0.0405	0.0137	0.0393
1	PAxG01Ag0208400	chr01A	24021682	24026047	PAxG01Bg0206300	chr01B	22966283	22970610	0.0037	0.0193	0.0038	0.0177
1	PAxG01Ag0208500	chr01A	24032895	24037012	PAxG01Bg0206400	chr01B	22985232	22991550	0.0915	0.1707	0.0896	0.1864
1	PAxG01Ag0208900	chr01A	24060261	24068166	PAxG01Bg0206500	chr01B	23010296	23018245	0.0096	0.0405	0.0094	0.0445
1	PAxG01Ag0209000	chr01A	24071027	24071704	PAxG01Bg0206600	chr01B	23018882	23019559	0.0176	0.0257	0.0189	0.0212
1	PAxG01Ag0209100	chr01A	24082005	24082718	PAxG01Bg0206700	chr01B	23023415	23024128	0.0245	0.054	0.0263	0.045
1	PAxG01Ag0209200	chr01A	24093186	24093593	PAxG01Bg0206800	chr01B	23034923	23035330	0.0292	0.0111	0.0319	0.0087
1	PAxG01Ag0209300	chr01A	24101789	24103530	PAxG01Bg0207000	chr01B	23041831	23043572	0.0227	0.025	0.0235	0.0226
1	PAxG01Ag0209500	chr01A	24126950	24129505	PAxG01Bg0207100	chr01B	23044841	23047206	0.0372	0.0535	0.0355	0.0627
1	PAxG01Ag0209600	chr01A	24140202	24145296	PAxG01Bg0207200	chr01B	23064040	23068766	0.0148	0.0052	0.0158	0.0043
1	PAxG01Ag0209700	chr01A	24159125	24160695	PAxG01Bg0207300	chr01B	23081479	23083060	0.0136	0.078	0.0143	0.0665
1	PAxG01Ag0209800	chr01A	24170056	24174700	PAxG01Bg0207400	chr01B	23090845	23096646	0.215	0.2543	0.2119	0.271
1	PAxG01Ag0209900	chr01A	24177484	24181809	PAxG01Bg0207500	chr01B	23097201	23101563	0.0058	0.0456	0.006	0.0417
1	PAxG01Ag0210000	chr01A	24195192	24199495	PAxG01Bg0207600	chr01B	23109873	23114106	0.0046	0.0373	0.0048	0.0342
1	PAxG01Ag0210100	chr01A	24200167	24205801	PAxG01Bg0207700	chr01B	23114783	23120694	0.0038	0.0361	0.0037	0.0384
1	PAxG01Ag0210200	chr01A	24226189	24235676	PAxG01Bg0207800	chr01B	23149752	23158999	0.01	0.0314	0.01	0.032
1	PAxG01Ag0210300	chr01A	24235728	24236188	PAxG01Bg0207900	chr01B	23159208	23159799	0.0451	0.0557	0.0448	0.058
1	PAxG01Ag0210400	chr01A	24236568	24237764	PAxG01Bg0208000	chr01B	23160044	23161239	0.0078	0.0256	0.0079	0.0246
1	PAxG01Ag0210600	chr01A	24272819	24278703	PAxG01Bg0208200	chr01B	23170340	23182628	0.0401	0.0483	0.0393	0.0516
1	PAxG01Ag0210800	chr01A	24291812	24297550	PAxG01Bg0208300	chr01B	23188389	23194313	0.0258	0.0533	0.0257	0.0551
1	PAxG01Ag0210900	chr01A	24299737	24300045	PAxG01Bg0208400	chr01B	23196728	23197033	0.0167	0.0	0.0188	-0.0
1	PAxG01Ag0211300	chr01A	24313974	24315258	PAxG01Bg0208500	chr01B	23202295	23203365	0.1438	0.1599	0.14	0.1801
1	PAxG01Ag0211400	chr01A	24318539	24319948	PAxG01Bg0208600	chr01B	23207668	23211025	0.0057	0.0401	0.0061	0.0331
1	PAxG01Ag0211500	chr01A	24325910	24329826	PAxG01Bg0208700	chr01B	23214860	23219439	0.0096	0.0524	0.0104	0.0414
1	PAxG01Ag0211600	chr01A	24337767	24340883	PAxG01Bg0208800	chr01B	23225189	23228292	0.0	0.0146	-0.0	0.0139
1	PAxG01Ag0211700	chr01A	24341303	24347296	PAxG01Bg0208900	chr01B	23228746	23234789	0.003	0.0251	0.0031	0.0224
1	PAxG01Ag0212300	chr01A	24535885	24567663	PAxG01Bg0209400	chr01B	23325688	23328945	0.4267	0.5034	0.4591	0.4189
1	PAxG01Ag0212500	chr01A	24601305	24601781	PAxG01Bg0210000	chr01B	23528303	23532103	0.0108	0.2857	0.0106	0.3222
1	PAxG01Ag0212700	chr01A	24619983	24626971	PAxG01Bg0210100	chr01B	23541521	23548934	0.0217	0.0161	0.0225	0.0144
1	PAxG01Ag0212800	chr01A	24630604	24634157	PAxG01Bg0210300	chr01B	23566473	23570282	0.0023	0.0342	0.0023	0.0327
1	PAxG01Ag0212900	chr01A	24637963	24645218	PAxG01Bg0210400	chr01B	23584077	23590869	0.0014	0.0149	0.0015	0.012
1	PAxG01Ag0213000	chr01A	24653486	24660560	PAxG01Bg0210500	chr01B	23597291	23603311	0.0371	0.0745	0.036	0.085
1	PAxG01Ag0213100	chr01A	24672022	24677956	PAxG01Bg0210700	chr01B	23614793	23620639	0.0182	0.0506	0.0178	0.0557
1	PAxG01Ag0213600	chr01A	24716370	24719669	PAxG01Bg0211200	chr01B	23727397	23756071	0.0025	0.0155	0.0025	0.0158
1	PAxG01Ag0214500	chr01A	25088567	25088890	PAxG01Bg0212200	chr01B	23967737	23967991	0.0639	0.0556	0.0672	0.0494
1	PAxG01Ag0214600	chr01A	25096735	25101005	PAxG01Bg0212300	chr01B	23973002	23977298	0.0035	0.0236	0.0037	0.0199
1	PAxG01Ag0214700	chr01A	25113493	25114668	PAxG01Bg0212400	chr01B	23987435	23988613	0.01	0.0271	0.0097	0.0302
1	PAxG01Ag0214800	chr01A	25118860	25121122	PAxG01Bg0212600	chr01B	23993346	23994213	0.0244	0.0	0.027	-0.0
1	PAxG01Ag0214900	chr01A	25121975	25128321	PAxG01Bg0212700	chr01B	23996460	24001647	0.053	0.0681	0.0525	0.0711
1	PAxG01Ag0215000	chr01A	25136377	25137924	PAxG01Bg0212800	chr01B	24009349	24010905	0.0058	0.036	0.006	0.0323
1	PAxG01Ag0215100	chr01A	25146713	25149438	PAxG01Bg0212900	chr01B	24019971	24022669	0.0066	0.0332	0.0073	0.0254
1	PAxG01Ag0215600	chr01A	25206170	25209881	PAxG01Bg0213200	chr01B	24058519	24062460	0.0209	0.016	0.021	0.0159
1	PAxG01Ag0215900	chr01A	25230920	25237144	PAxG01Bg0213300	chr01B	24061956	24069620	0.0062	0.021	0.0065	0.0189
1	PAxG01Ag0216000	chr01A	25237705	25243497	PAxG01Bg0213400	chr01B	24070198	24078965	0.0068	0.0257	0.0066	0.0285
1	PAxG01Ag0216100	chr01A	25245027	25247797	PAxG01Bg0213500	chr01B	24080569	24083279	0.0112	0.0381	0.011	0.0413
1	PAxG01Ag0216200	chr01A	25256213	25265162	PAxG01Bg0213600	chr01B	24091319	24099980	0.0661	0.1071	0.0662	0.1076
1	PAxG01Ag0216300	chr01A	25267793	25270203	PAxG01Bg0213700	chr01B	24103526	24105963	0.0033	0.0448	0.0034	0.0402
1	PAxG01Ag0216400	chr01A	25270451	25275736	PAxG01Bg0213800	chr01B	24106252	24113565	0.0039	0.0237	0.0038	0.0279
1	PAxG01Ag0216500	chr01A	25281389	25281869	PAxG01Bg0213900	chr01B	24116681	24117161	0.0	0.0598	-0.0	0.054
1	PAxG01Ag0216600	chr01A	25281909	25282724	PAxG01Bg0214000	chr01B	24117201	24118016	0.0081	0.0053	0.0076	0.0066
1	PAxG01Ag0216800	chr01A	25306767	25308519	PAxG01Bg0214200	chr01B	24151098	24152760	0.0128	0.0152	0.0132	0.0137
1	PAxG01Ag0217000	chr01A	25357810	25363512	PAxG01Bg0214300	chr01B	24194707	24201323	0.0223	0.0659	0.023	0.0597
1	PAxG01Ag0217500	chr01A	25394906	25401929	PAxG01Bg0215200	chr01B	24336323	24344423	0.0337	0.0456	0.0336	0.0464
1	PAxG01Ag0217800	chr01A	25440247	25444335	PAxG01Bg0215400	chr01B	24426743	24430658	0.006	0.0482	0.006	0.0476
1	PAxG01Ag0218000	chr01A	25447333	25451682	PAxG01Bg0215500	chr01B	24434171	24438525	0.0052	0.0294	0.0052	0.0294
1	PAxG01Ag0218200	chr01A	25481465	25486197	PAxG01Bg0215600	chr01B	24464190	24468949	0.0198	0.0664	0.0197	0.068
1	PAxG01Ag0218300	chr01A	25506972	25510396	PAxG01Bg0215800	chr01B	24487495	24490858	0.0037	0.0321	0.0039	0.0275
1	PAxG01Ag0218700	chr01A	25576377	25578956	PAxG01Bg0216100	chr01B	24539306	24541826	0.0092	0.028	0.0094	0.0261
1	PAxG01Ag0218800	chr01A	25581997	25582764	PAxG01Bg0216200	chr01B	24544862	24545502	0.0154	0.0254	0.0151	0.0274
1	PAxG01Ag0218900	chr01A	25589034	25592256	PAxG01Bg0216300	chr01B	24554164	24557427	0.0101	0.0148	0.0095	0.0194
1	PAxG01Ag0219000	chr01A	25596522	25600350	PAxG01Bg0216400	chr01B	24560424	24566404	0.0084	0.0335	0.0086	0.0315
1	PAxG01Ag0219100	chr01A	25635811	25638213	PAxG01Bg0216700	chr01B	24596022	24598427	0.0103	0.0165	0.0108	0.0146
1	PAxG01Ag0219700	chr01A	25663376	25664678	PAxG01Bg0217200	chr01B	24649946	24651319	0.0379	0.0503	0.0384	0.0486
1	PAxG01Ag0219800	chr01A	25669499	25670398	PAxG01Bg0217300	chr01B	24656172	24657174	0.024	0.0591	0.0263	0.0453
1	PAxG01Ag0219900	chr01A	25677951	25678130	PAxG01Bg0217400	chr01B	24658879	24659365	0.0073	0.0528	0.0078	0.0426
1	PAxG01Ag0220000	chr01A	25680167	25684438	PAxG01Bg0217500	chr01B	24670590	24674850	0.0084	0.0255	0.008	0.0312
1	PAxG01Ag0220100	chr01A	25694392	25698088	PAxG01Bg0217600	chr01B	24680590	24684242	0.0056	0.0253	0.006	0.0215
1	PAxG01Ag0220200	chr01A	25704658	25708667	PAxG01Bg0217800	chr01B	24704260	24708266	0.0082	0.0092	0.0083	0.0089
1	PAxG01Ag0220400	chr01A	25733685	25740660	PAxG01Bg0218000	chr01B	24723721	24730765	0.0108	0.0137	0.0109	0.0135
1	PAxG01Ag0220500	chr01A	25760215	25762311	PAxG01Bg0218200	chr01B	24750217	24752314	0.0046	0.0423	0.0047	0.039
1	PAxG01Ag0220600	chr01A	25770037	25776085	PAxG01Bg0218300	chr01B	24759467	24765644	0.0039	0.0364	0.004	0.0344
1	PAxG01Ag0220700	chr01A	25784568	25785140	PAxG01Bg0218400	chr01B	24770146	24770718	0.0068	0.0477	0.0068	0.0489
1	PAxG01Ag0220800	chr01A	25785376	25805680	PAxG01Bg0218500	chr01B	24770979	24791248	0.0153	0.0298	0.0158	0.0269
1	PAxG01Ag0220900	chr01A	25812434	25813593	PAxG01Bg0218600	chr01B	24797540	24799259	0.0421	0.1118	0.0428	0.1095
1	PAxG01Ag0221000	chr01A	25813679	25817586	PAxG01Bg0218700	chr01B	24798834	24802771	0.0097	0.0173	0.0101	0.0149
1	PAxG01Ag0221100	chr01A	25821460	25830669	PAxG01Bg0219000	chr01B	24806464	24815651	0.0025	0.0163	0.0024	0.0184
1	PAxG01Ag0221200	chr01A	25840633	25841829	PAxG01Bg0219100	chr01B	24833407	24834603	0.0111	0.0356	0.012	0.0291
1	PAxG01Ag0221400	chr01A	25861221	25862360	PAxG01Bg0219300	chr01B	24854789	24855340	0.0143	0.0243	0.0146	0.023
1	PAxG01Ag0221500	chr01A	25863363	25863633	PAxG01Bg0219400	chr01B	24856416	24856712	0.0542	0.0988	0.0519	0.117
1	PAxG01Ag0221600	chr01A	25871315	25875441	PAxG01Bg0219500	chr01B	24875329	24879479	0.0075	0.0309	0.0076	0.0297
